"Plot Title: Tortuguero_Winter2025"
"#","Date Time, GMT-04:00","Full Range, μS/cm (LGR S/N: 20059129, SEN S/N: 20059129)","Temp, °C (LGR S/N: 20059129, SEN S/N: 20059129)"
1,01/11/25 11:00:00 AM,1.0,29.39
2,01/11/25 11:10:00 AM,5.2,29.83
3,01/11/25 11:20:00 AM,1.0,30.41
4,01/11/25 11:30:00 AM,1.0,30.99
5,01/11/25 11:40:00 AM,0.9,31.49
6,01/11/25 11:50:00 AM,0.9,31.93
7,01/11/25 12:00:00 PM,2.1,31.66
8,01/11/25 12:10:00 PM,1.0,30.76
9,01/11/25 12:20:00 PM,1.0,29.69
10,01/11/25 12:30:00 PM,1.0,28.87
11,01/11/25 12:40:00 PM,5.2,28.09
12,01/11/25 12:50:00 PM,5.2,27.59
13,01/11/25 01:00:00 PM,604.7,24.32
14,01/11/25 01:10:00 PM,596.0,24.55
15,01/11/25 01:20:00 PM,569.6,24.05
16,01/11/25 01:30:00 PM,570.3,24.36
17,01/11/25 01:40:00 PM,570.5,24.65
18,01/11/25 01:50:00 PM,564.8,24.71
19,01/11/25 02:00:00 PM,562.3,24.86
20,01/11/25 02:10:00 PM,560.2,24.98
21,01/11/25 02:20:00 PM,558.6,24.97
22,01/11/25 02:30:00 PM,555.8,24.98
23,01/11/25 02:40:00 PM,556.9,25.14
24,01/11/25 02:50:00 PM,555.2,25.23
25,01/11/25 03:00:00 PM,553.2,25.16
26,01/11/25 03:10:00 PM,554.8,25.25
27,01/11/25 03:20:00 PM,553.6,25.23
28,01/11/25 03:30:00 PM,553.2,25.19
29,01/11/25 03:40:00 PM,551.2,25.16
30,01/11/25 03:50:00 PM,553.2,25.16
31,01/11/25 04:00:00 PM,552.8,25.24
32,01/11/25 04:10:00 PM,552.4,25.19
33,01/11/25 04:20:00 PM,551.2,25.16
34,01/11/25 04:30:00 PM,550.8,25.16
35,01/11/25 04:40:00 PM,550.0,25.12
36,01/11/25 04:50:00 PM,550.0,25.07
37,01/11/25 05:00:00 PM,550.1,25.06
38,01/11/25 05:10:00 PM,550.9,25.03
39,01/11/25 05:20:00 PM,550.5,25.01
40,01/11/25 05:30:00 PM,550.1,24.94
41,01/11/25 05:40:00 PM,548.1,24.87
42,01/11/25 05:50:00 PM,547.4,24.81
43,01/11/25 06:00:00 PM,546.6,24.78
44,01/11/25 06:10:00 PM,546.6,24.74
45,01/11/25 06:20:00 PM,546.2,24.69
46,01/11/25 06:30:00 PM,545.9,24.62
47,01/11/25 06:40:00 PM,545.5,24.57
48,01/11/25 06:50:00 PM,545.1,24.53
49,01/11/25 07:00:00 PM,544.7,24.49
50,01/11/25 07:10:00 PM,544.3,24.46
51,01/11/25 07:20:00 PM,544.4,24.42
52,01/11/25 07:30:00 PM,543.6,24.38
53,01/11/25 07:40:00 PM,543.6,24.37
54,01/11/25 07:50:00 PM,543.2,24.31
55,01/11/25 08:00:00 PM,542.8,24.29
56,01/11/25 08:10:00 PM,542.9,24.26
57,01/11/25 08:20:00 PM,542.5,24.23
58,01/11/25 08:30:00 PM,542.5,24.21
59,01/11/25 08:40:00 PM,542.5,24.20
60,01/11/25 08:50:00 PM,542.5,24.18
61,01/11/25 09:00:00 PM,542.1,24.15
62,01/11/25 09:10:00 PM,542.1,24.13
63,01/11/25 09:20:00 PM,541.3,24.10
64,01/11/25 09:30:00 PM,541.3,24.09
65,01/11/25 09:40:00 PM,542.2,24.08
66,01/11/25 09:50:00 PM,540.6,24.03
67,01/11/25 10:00:00 PM,540.6,24.03
68,01/11/25 10:10:00 PM,541.0,24.01
69,01/11/25 10:20:00 PM,540.2,24.00
70,01/11/25 10:30:00 PM,539.8,23.97
71,01/11/25 10:40:00 PM,540.2,23.94
72,01/11/25 10:50:00 PM,539.0,23.91
73,01/11/25 11:00:00 PM,539.0,23.88
74,01/11/25 11:10:00 PM,539.0,23.88
75,01/11/25 11:20:00 PM,539.0,23.86
76,01/11/25 11:30:00 PM,539.1,23.85
77,01/11/25 11:40:00 PM,537.9,23.83
78,01/11/25 11:50:00 PM,538.3,23.81
79,01/12/25 12:00:00 AM,538.3,23.81
80,01/12/25 12:10:00 AM,538.3,23.78
81,01/12/25 12:20:00 AM,538.3,23.77
82,01/12/25 12:30:00 AM,537.9,23.76
83,01/12/25 12:40:00 AM,537.9,23.72
84,01/12/25 12:50:00 AM,537.5,23.71
85,01/12/25 01:00:00 AM,537.9,23.70
86,01/12/25 01:10:00 AM,537.5,23.67
87,01/12/25 01:20:00 AM,537.1,23.66
88,01/12/25 01:30:00 AM,537.2,23.62
89,01/12/25 01:40:00 AM,537.2,23.61
90,01/12/25 01:50:00 AM,539.2,23.61
91,01/12/25 02:00:00 AM,537.2,23.60
92,01/12/25 02:10:00 AM,536.8,23.57
93,01/12/25 02:20:00 AM,536.0,23.54
94,01/12/25 02:30:00 AM,536.0,23.53
95,01/12/25 02:40:00 AM,535.6,23.51
96,01/12/25 02:50:00 AM,536.0,23.49
97,01/12/25 03:00:00 AM,536.0,23.46
98,01/12/25 03:10:00 AM,535.6,23.46
99,01/12/25 03:20:00 AM,535.3,23.41
100,01/12/25 03:30:00 AM,535.3,23.42
101,01/12/25 03:40:00 AM,535.3,23.38
102,01/12/25 03:50:00 AM,534.5,23.36
103,01/12/25 04:00:00 AM,534.5,23.34
104,01/12/25 04:10:00 AM,533.7,23.33
105,01/12/25 04:20:00 AM,533.7,23.32
106,01/12/25 04:30:00 AM,534.1,23.30
107,01/12/25 04:40:00 AM,533.7,23.29
108,01/12/25 04:50:00 AM,533.3,23.26
109,01/12/25 05:00:00 AM,533.7,23.26
110,01/12/25 05:10:00 AM,533.7,23.24
111,01/12/25 05:20:00 AM,533.8,23.21
112,01/12/25 05:30:00 AM,533.8,23.19
113,01/12/25 05:40:00 AM,533.4,23.16
114,01/12/25 05:50:00 AM,533.4,23.15
115,01/12/25 06:00:00 AM,533.4,23.12
116,01/12/25 06:10:00 AM,533.4,23.11
117,01/12/25 06:20:00 AM,533.0,23.08
118,01/12/25 06:30:00 AM,533.0,23.07
119,01/12/25 06:40:00 AM,532.6,23.04
120,01/12/25 06:50:00 AM,533.1,23.02
121,01/12/25 07:00:00 AM,532.7,23.01
122,01/12/25 07:10:00 AM,532.7,22.96
123,01/12/25 07:20:00 AM,532.7,22.96
124,01/12/25 07:30:00 AM,532.7,22.95
125,01/12/25 07:40:00 AM,532.7,22.93
126,01/12/25 07:50:00 AM,532.7,22.92
127,01/12/25 08:00:00 AM,532.3,22.91
128,01/12/25 08:10:00 AM,532.3,22.90
129,01/12/25 08:20:00 AM,531.5,22.90
130,01/12/25 08:30:00 AM,531.1,22.90
131,01/12/25 08:40:00 AM,531.1,22.91
132,01/12/25 08:50:00 AM,530.7,22.93
133,01/12/25 09:00:00 AM,531.1,22.94
134,01/12/25 09:10:00 AM,531.9,22.99
135,01/12/25 09:20:00 AM,531.8,23.02
136,01/12/25 09:30:00 AM,531.0,23.06
137,01/12/25 09:40:00 AM,530.6,23.08
138,01/12/25 09:50:00 AM,530.2,23.11
139,01/12/25 10:00:00 AM,529.4,23.13
140,01/12/25 10:10:00 AM,529.3,23.17
141,01/12/25 10:20:00 AM,528.9,23.23
142,01/12/25 10:30:00 AM,528.9,23.27
143,01/12/25 10:40:00 AM,528.9,23.32
144,01/12/25 10:50:00 AM,528.8,23.36
145,01/12/25 11:00:00 AM,530.0,23.45
146,01/12/25 11:10:00 AM,530.4,23.50
147,01/12/25 11:20:00 AM,531.5,23.60
148,01/12/25 11:30:00 AM,532.7,23.68
149,01/12/25 11:40:00 AM,533.4,23.78
150,01/12/25 11:50:00 AM,534.2,23.86
151,01/12/25 12:00:00 PM,535.8,23.91
152,01/12/25 12:10:00 PM,536.9,24.01
153,01/12/25 12:20:00 PM,537.7,24.08
154,01/12/25 12:30:00 PM,538.9,24.17
155,01/12/25 12:40:00 PM,538.4,24.21
156,01/12/25 12:50:00 PM,538.0,24.26
157,01/12/25 01:00:00 PM,539.5,24.42
158,01/12/25 01:10:00 PM,538.7,24.49
159,01/12/25 01:20:00 PM,540.7,24.51
160,01/12/25 01:30:00 PM,541.5,24.56
161,01/12/25 01:40:00 PM,542.3,24.57
162,01/12/25 01:50:00 PM,543.1,24.60
163,01/12/25 02:00:00 PM,544.2,24.65
164,01/12/25 02:10:00 PM,545.0,24.80
165,01/12/25 02:20:00 PM,543.8,24.73
166,01/12/25 02:30:00 PM,544.6,24.78
167,01/12/25 02:40:00 PM,546.1,24.89
168,01/12/25 02:50:00 PM,546.9,24.96
169,01/12/25 03:00:00 PM,546.1,24.88
170,01/12/25 03:10:00 PM,548.1,24.98
171,01/12/25 03:20:00 PM,549.3,24.96
172,01/12/25 03:30:00 PM,550.1,24.94
173,01/12/25 03:40:00 PM,551.3,24.93
174,01/12/25 03:50:00 PM,551.8,24.89
175,01/12/25 04:00:00 PM,552.5,24.95
176,01/12/25 04:10:00 PM,552.6,24.90
177,01/12/25 04:20:00 PM,551.8,24.89
178,01/12/25 04:30:00 PM,551.8,24.88
179,01/12/25 04:40:00 PM,553.0,24.87
180,01/12/25 04:50:00 PM,553.4,24.86
181,01/12/25 05:00:00 PM,553.4,24.82
182,01/12/25 05:10:00 PM,553.8,24.81
183,01/12/25 05:20:00 PM,554.7,24.79
184,01/12/25 05:30:00 PM,554.3,24.77
185,01/12/25 05:40:00 PM,553.9,24.73
186,01/12/25 05:50:00 PM,553.5,24.68
187,01/12/25 06:00:00 PM,552.7,24.64
188,01/12/25 06:10:00 PM,551.5,24.59
189,01/12/25 06:20:00 PM,550.4,24.52
190,01/12/25 06:30:00 PM,549.6,24.47
191,01/12/25 06:40:00 PM,548.4,24.43
192,01/12/25 06:50:00 PM,548.4,24.38
193,01/12/25 07:00:00 PM,548.5,24.34
194,01/12/25 07:10:00 PM,547.7,24.29
195,01/12/25 07:20:00 PM,548.1,24.25
196,01/12/25 07:30:00 PM,547.7,24.21
197,01/12/25 07:40:00 PM,547.7,24.19
198,01/12/25 07:50:00 PM,548.2,24.15
199,01/12/25 08:00:00 PM,547.4,24.11
200,01/12/25 08:10:00 PM,547.4,24.10
201,01/12/25 08:20:00 PM,547.0,24.06
202,01/12/25 08:30:00 PM,545.8,24.03
203,01/12/25 08:40:00 PM,545.4,24.01
204,01/12/25 08:50:00 PM,545.0,23.97
205,01/12/25 09:00:00 PM,545.0,23.95
206,01/12/25 09:10:00 PM,545.1,23.94
207,01/12/25 09:20:00 PM,545.1,23.92
208,01/12/25 09:30:00 PM,545.1,23.89
209,01/12/25 09:40:00 PM,545.5,23.88
210,01/12/25 09:50:00 PM,545.1,23.87
211,01/12/25 10:00:00 PM,545.1,23.86
212,01/12/25 10:10:00 PM,545.1,23.84
213,01/12/25 10:20:00 PM,545.1,23.83
214,01/12/25 10:30:00 PM,545.5,23.80
215,01/12/25 10:40:00 PM,545.2,23.77
216,01/12/25 10:50:00 PM,544.8,23.77
217,01/12/25 11:00:00 PM,544.4,23.75
218,01/12/25 11:10:00 PM,544.8,23.72
219,01/12/25 11:20:00 PM,544.8,23.71
220,01/12/25 11:30:00 PM,544.4,23.69
221,01/12/25 11:40:00 PM,544.4,23.66
222,01/12/25 11:50:00 PM,543.2,23.64
223,01/13/25 12:00:00 AM,543.6,23.62
224,01/13/25 12:10:00 AM,543.2,23.60
225,01/13/25 12:20:00 AM,543.2,23.58
226,01/13/25 12:30:00 AM,542.8,23.58
227,01/13/25 12:40:00 AM,542.4,23.57
228,01/13/25 12:50:00 AM,542.5,23.54
229,01/13/25 01:00:00 AM,542.1,23.53
230,01/13/25 01:10:00 AM,542.1,23.51
231,01/13/25 01:20:00 AM,542.1,23.49
232,01/13/25 01:30:00 AM,542.1,23.49
233,01/13/25 01:40:00 AM,541.7,23.46
234,01/13/25 01:50:00 AM,541.7,23.45
235,01/13/25 02:00:00 AM,542.1,23.45
236,01/13/25 02:10:00 AM,542.1,23.43
237,01/13/25 02:20:00 AM,542.5,23.42
238,01/13/25 02:30:00 AM,541.7,23.40
239,01/13/25 02:40:00 AM,541.7,23.38
240,01/13/25 02:50:00 AM,541.3,23.37
241,01/13/25 03:00:00 AM,541.4,23.36
242,01/13/25 03:10:00 AM,541.4,23.36
243,01/13/25 03:20:00 AM,541.4,23.34
244,01/13/25 03:30:00 AM,541.4,23.32
245,01/13/25 03:40:00 AM,540.6,23.27
246,01/13/25 03:50:00 AM,541.0,23.28
247,01/13/25 04:00:00 AM,540.6,23.25
248,01/13/25 04:10:00 AM,540.6,23.24
249,01/13/25 04:20:00 AM,541.0,23.24
250,01/13/25 04:30:00 AM,540.6,23.21
251,01/13/25 04:40:00 AM,540.2,23.18
252,01/13/25 04:50:00 AM,540.2,23.18
253,01/13/25 05:00:00 AM,540.3,23.16
254,01/13/25 05:10:00 AM,540.7,23.16
255,01/13/25 05:20:00 AM,540.3,23.12
256,01/13/25 05:30:00 AM,539.9,23.10
257,01/13/25 05:40:00 AM,540.3,23.09
258,01/13/25 05:50:00 AM,540.3,23.10
259,01/13/25 06:00:00 AM,540.3,23.08
260,01/13/25 06:10:00 AM,540.3,23.07
261,01/13/25 06:20:00 AM,540.3,23.06
262,01/13/25 06:30:00 AM,540.3,23.04
263,01/13/25 06:40:00 AM,539.9,23.02
264,01/13/25 06:50:00 AM,539.5,23.01
265,01/13/25 07:00:00 AM,540.3,23.00
266,01/13/25 07:10:00 AM,539.9,23.00
267,01/13/25 07:20:00 AM,540.3,23.00
268,01/13/25 07:30:00 AM,540.4,22.99
269,01/13/25 07:40:00 AM,539.2,22.93
270,01/13/25 07:50:00 AM,540.0,22.95
271,01/13/25 08:00:00 AM,539.6,22.93
272,01/13/25 08:10:00 AM,540.4,22.94
273,01/13/25 08:20:00 AM,540.4,22.94
274,01/13/25 08:30:00 AM,540.0,22.94
275,01/13/25 08:40:00 AM,540.0,22.95
276,01/13/25 08:50:00 AM,540.4,22.96
277,01/13/25 09:00:00 AM,540.8,23.00
278,01/13/25 09:10:00 AM,540.7,23.03
279,01/13/25 09:20:00 AM,541.1,23.07
280,01/13/25 09:30:00 AM,541.5,23.08
281,01/13/25 09:40:00 AM,541.1,23.08
282,01/13/25 09:50:00 AM,539.9,23.10
283,01/13/25 10:00:00 AM,540.7,23.11
284,01/13/25 10:10:00 AM,540.3,23.15
285,01/13/25 10:20:00 AM,540.6,23.18
286,01/13/25 10:30:00 AM,539.4,23.20
287,01/13/25 10:40:00 AM,538.2,23.25
288,01/13/25 10:50:00 AM,537.0,23.26
289,01/13/25 11:00:00 AM,534.9,23.29
290,01/13/25 11:10:00 AM,534.9,23.32
291,01/13/25 11:20:00 AM,535.3,23.36
292,01/13/25 11:30:00 AM,534.8,23.43
293,01/13/25 11:40:00 AM,534.8,23.49
294,01/13/25 11:50:00 AM,535.6,23.55
295,01/13/25 12:00:00 PM,536.7,23.66
296,01/13/25 12:10:00 PM,537.5,23.76
297,01/13/25 12:20:00 PM,538.6,23.85
298,01/13/25 12:30:00 PM,539.4,23.94
299,01/13/25 12:40:00 PM,540.2,24.02
300,01/13/25 12:50:00 PM,540.9,24.08
301,01/13/25 01:00:00 PM,542.4,24.26
302,01/13/25 01:10:00 PM,544.0,24.36
303,01/13/25 01:20:00 PM,548.4,24.40
304,01/13/25 01:30:00 PM,549.6,24.49
305,01/13/25 01:40:00 PM,549.2,24.48
306,01/13/25 01:50:00 PM,551.2,24.56
307,01/13/25 02:00:00 PM,551.9,24.63
308,01/13/25 02:10:00 PM,555.1,24.80
309,01/13/25 02:20:00 PM,557.1,24.76
310,01/13/25 02:30:00 PM,558.3,24.80
311,01/13/25 02:40:00 PM,558.7,24.85
312,01/13/25 02:50:00 PM,559.8,24.93
313,01/13/25 03:00:00 PM,559.8,24.93
314,01/13/25 03:10:00 PM,559.8,24.94
315,01/13/25 03:20:00 PM,560.2,24.94
316,01/13/25 03:30:00 PM,561.0,24.97
317,01/13/25 03:40:00 PM,560.6,24.95
318,01/13/25 03:50:00 PM,560.2,24.95
319,01/13/25 04:00:00 PM,562.6,25.06
320,01/13/25 04:10:00 PM,562.2,24.97
321,01/13/25 04:20:00 PM,562.6,24.96
322,01/13/25 04:30:00 PM,563.0,25.01
323,01/13/25 04:40:00 PM,562.3,24.89
324,01/13/25 04:50:00 PM,562.3,24.86
325,01/13/25 05:00:00 PM,561.1,24.83
326,01/13/25 05:10:00 PM,561.1,24.80
327,01/13/25 05:20:00 PM,561.1,24.77
328,01/13/25 05:30:00 PM,560.8,24.72
329,01/13/25 05:40:00 PM,561.6,24.69
330,01/13/25 05:50:00 PM,561.2,24.64
331,01/13/25 06:00:00 PM,560.0,24.60
332,01/13/25 06:10:00 PM,560.1,24.54
333,01/13/25 06:20:00 PM,559.3,24.46
334,01/13/25 06:30:00 PM,558.1,24.40
335,01/13/25 06:40:00 PM,557.3,24.35
336,01/13/25 06:50:00 PM,557.0,24.28
337,01/13/25 07:00:00 PM,556.6,24.22
338,01/13/25 07:10:00 PM,556.6,24.17
339,01/13/25 07:20:00 PM,556.3,24.11
340,01/13/25 07:30:00 PM,555.9,24.05
341,01/13/25 07:40:00 PM,555.9,24.01
342,01/13/25 07:50:00 PM,555.1,23.95
343,01/13/25 08:00:00 PM,554.8,23.91
344,01/13/25 08:10:00 PM,554.4,23.86
345,01/13/25 08:20:00 PM,554.8,23.83
346,01/13/25 08:30:00 PM,554.0,23.78
347,01/13/25 08:40:00 PM,554.1,23.75
348,01/13/25 08:50:00 PM,553.7,23.71
349,01/13/25 09:00:00 PM,553.3,23.67
350,01/13/25 09:10:00 PM,552.9,23.64
351,01/13/25 09:20:00 PM,552.5,23.59
352,01/13/25 09:30:00 PM,552.1,23.58
353,01/13/25 09:40:00 PM,552.2,23.54
354,01/13/25 09:50:00 PM,551.4,23.51
355,01/13/25 10:00:00 PM,551.0,23.49
356,01/13/25 10:10:00 PM,551.0,23.47
357,01/13/25 10:20:00 PM,550.6,23.45
358,01/13/25 10:30:00 PM,550.2,23.44
359,01/13/25 10:40:00 PM,549.8,23.43
360,01/13/25 10:50:00 PM,550.2,23.41
361,01/13/25 11:00:00 PM,549.8,23.37
362,01/13/25 11:10:00 PM,549.8,23.36
363,01/13/25 11:20:00 PM,549.4,23.36
364,01/13/25 11:30:00 PM,549.4,23.34
365,01/13/25 11:40:00 PM,549.1,23.32
366,01/13/25 11:50:00 PM,549.1,23.30
367,01/14/25 12:00:00 AM,548.3,23.27
368,01/14/25 12:10:00 AM,547.9,23.27
369,01/14/25 12:20:00 AM,548.3,23.27
370,01/14/25 12:30:00 AM,547.9,23.25
371,01/14/25 12:40:00 AM,547.9,23.25
372,01/14/25 12:50:00 AM,547.9,23.23
373,01/14/25 01:00:00 AM,547.9,23.20
374,01/14/25 01:10:00 AM,547.9,23.20
375,01/14/25 01:20:00 AM,547.9,23.20
376,01/14/25 01:30:00 AM,547.9,23.18
377,01/14/25 01:40:00 AM,547.9,23.15
378,01/14/25 01:50:00 AM,547.5,23.16
379,01/14/25 02:00:00 AM,547.5,23.15
380,01/14/25 02:10:00 AM,547.5,23.13
381,01/14/25 02:20:00 AM,547.9,23.13
382,01/14/25 02:30:00 AM,548.0,23.11
383,01/14/25 02:40:00 AM,547.6,23.10
384,01/14/25 02:50:00 AM,547.6,23.09
385,01/14/25 03:00:00 AM,547.6,23.09
386,01/14/25 03:10:00 AM,548.0,23.09
387,01/14/25 03:20:00 AM,548.0,23.08
388,01/14/25 03:30:00 AM,547.6,23.06
389,01/14/25 03:40:00 AM,548.0,23.06
390,01/14/25 03:50:00 AM,548.0,23.03
391,01/14/25 04:00:00 AM,547.6,23.03
392,01/14/25 04:10:00 AM,547.6,23.02
393,01/14/25 04:20:00 AM,547.2,23.01
394,01/14/25 04:30:00 AM,547.6,23.01
395,01/14/25 04:40:00 AM,547.2,23.00
396,01/14/25 04:50:00 AM,547.2,22.99
397,01/14/25 05:00:00 AM,547.6,22.99
398,01/14/25 05:10:00 AM,547.6,22.96
399,01/14/25 05:20:00 AM,547.6,22.95
400,01/14/25 05:30:00 AM,548.1,22.95
401,01/14/25 05:40:00 AM,548.1,22.94
402,01/14/25 05:50:00 AM,547.7,22.93
403,01/14/25 06:00:00 AM,548.1,22.93
404,01/14/25 06:10:00 AM,547.7,22.93
405,01/14/25 06:20:00 AM,547.7,22.91
406,01/14/25 06:30:00 AM,547.7,22.91
407,01/14/25 06:40:00 AM,548.1,22.90
408,01/14/25 06:50:00 AM,548.1,22.89
409,01/14/25 07:00:00 AM,547.7,22.87
410,01/14/25 07:10:00 AM,547.7,22.87
411,01/14/25 07:20:00 AM,547.3,22.87
412,01/14/25 07:30:00 AM,547.7,22.87
413,01/14/25 07:40:00 AM,547.7,22.87
414,01/14/25 07:50:00 AM,547.7,22.87
415,01/14/25 08:00:00 AM,547.3,22.90
416,01/14/25 08:10:00 AM,547.7,22.91
417,01/14/25 08:20:00 AM,547.7,22.91
418,01/14/25 08:30:00 AM,547.7,22.92
419,01/14/25 08:40:00 AM,547.7,22.93
420,01/14/25 08:50:00 AM,548.1,22.95
421,01/14/25 09:00:00 AM,546.8,22.99
422,01/14/25 09:10:00 AM,546.4,23.02
423,01/14/25 09:20:00 AM,544.4,23.00
424,01/14/25 09:30:00 AM,544.0,23.02
425,01/14/25 09:40:00 AM,543.5,23.09
