"Plot Title: Tortuguero_Winter2025"
"#","Date Time, GMT-04:00","Full Range, μS/cm (LGR S/N: 20059129, SEN S/N: 20059129)","Temp, °C (LGR S/N: 20059129, SEN S/N: 20059129)"
981,01/18/25 06:20:00 AM,527.5,23.62
982,01/18/25 06:30:00 AM,527.9,23.62
983,01/18/25 06:40:00 AM,527.9,23.63
984,01/18/25 06:50:00 AM,527.1,23.62
985,01/18/25 07:00:00 AM,526.7,23.61
986,01/18/25 07:10:00 AM,527.9,23.63
987,01/18/25 07:20:00 AM,527.5,23.62
988,01/18/25 07:30:00 AM,527.5,23.62
989,01/18/25 07:40:00 AM,528.3,23.62
990,01/18/25 07:50:00 AM,528.7,23.62
991,01/18/25 08:00:00 AM,528.7,23.62
992,01/18/25 08:10:00 AM,529.1,23.62
993,01/18/25 08:20:00 AM,529.5,23.63
994,01/18/25 08:30:00 AM,529.9,23.63
995,01/18/25 08:40:00 AM,529.9,23.63
996,01/18/25 08:50:00 AM,530.3,23.64
997,01/18/25 09:00:00 AM,531.1,23.64
998,01/18/25 09:10:00 AM,531.1,23.64
999,01/18/25 09:20:00 AM,530.7,23.64
1000,01/18/25 09:30:00 AM,531.1,23.66
1001,01/18/25 09:40:00 AM,531.1,23.67
1002,01/18/25 09:50:00 AM,530.7,23.68
1003,01/18/25 10:00:00 AM,531.1,23.69
1004,01/18/25 10:10:00 AM,531.5,23.69
1005,01/18/25 10:20:00 AM,531.9,23.72
1006,01/18/25 10:30:00 AM,531.8,23.75
1007,01/18/25 10:40:00 AM,531.8,23.75
1008,01/18/25 10:50:00 AM,533.5,23.76
1009,01/18/25 11:00:00 AM,533.4,23.80
1010,01/18/25 11:10:00 AM,533.0,23.84
1011,01/18/25 11:20:00 AM,533.0,23.81
1012,01/18/25 11:30:00 AM,533.4,23.86
1013,01/18/25 11:40:00 AM,531.8,23.88
1014,01/18/25 11:50:00 AM,530.9,23.91
1015,01/18/25 12:00:00 PM,532.5,23.93
1016,01/18/25 12:10:00 PM,532.5,24.00
1017,01/18/25 12:20:00 PM,532.9,24.04
1018,01/18/25 12:30:00 PM,531.7,24.08
1019,01/18/25 12:40:00 PM,530.8,24.10
1020,01/18/25 12:50:00 PM,531.6,24.15
1021,01/18/25 01:00:00 PM,533.6,24.26
1022,01/18/25 01:10:00 PM,536.3,24.36
1023,01/18/25 01:20:00 PM,542.0,24.40
1024,01/18/25 01:30:00 PM,542.3,24.44
1025,01/18/25 01:40:00 PM,540.7,24.46
1026,01/18/25 01:50:00 PM,539.9,24.51
1027,01/18/25 02:00:00 PM,543.9,24.56
1028,01/18/25 02:10:00 PM,539.8,24.73
1029,01/18/25 02:20:00 PM,541.0,24.70
1030,01/18/25 02:30:00 PM,542.2,24.70
1031,01/18/25 02:40:00 PM,540.9,24.83
1032,01/18/25 02:50:00 PM,545.3,24.87
1033,01/18/25 03:00:00 PM,543.7,24.87
1034,01/18/25 03:10:00 PM,541.6,24.95
1035,01/18/25 03:20:00 PM,543.3,24.94
1036,01/18/25 03:30:00 PM,547.7,24.97
1037,01/18/25 03:40:00 PM,546.4,25.02
1038,01/18/25 03:50:00 PM,544.8,24.99
1039,01/18/25 04:00:00 PM,544.4,25.05
1040,01/18/25 04:10:00 PM,545.2,25.10
1041,01/18/25 04:20:00 PM,546.8,25.04
1042,01/18/25 04:30:00 PM,549.3,25.05
1043,01/18/25 04:40:00 PM,543.6,25.02
1044,01/18/25 04:50:00 PM,548.8,25.06
1045,01/18/25 05:00:00 PM,544.4,25.04
1046,01/18/25 05:10:00 PM,547.3,24.98
1047,01/18/25 05:20:00 PM,548.9,24.94
1048,01/18/25 05:30:00 PM,542.0,24.97
1049,01/18/25 05:40:00 PM,541.3,24.93
1050,01/18/25 05:50:00 PM,542.1,24.91
1051,01/18/25 06:00:00 PM,538.9,24.82
1052,01/18/25 06:10:00 PM,541.7,24.88
1053,01/18/25 06:20:00 PM,539.3,24.82
1054,01/18/25 06:30:00 PM,539.3,24.79
1055,01/18/25 06:40:00 PM,539.3,24.76
1056,01/18/25 06:50:00 PM,538.1,24.76
1057,01/18/25 07:00:00 PM,538.2,24.70
1058,01/18/25 07:10:00 PM,538.2,24.69
1059,01/18/25 07:20:00 PM,538.2,24.69
1060,01/18/25 07:30:00 PM,538.6,24.68
1061,01/18/25 07:40:00 PM,537.8,24.68
1062,01/18/25 07:50:00 PM,538.2,24.66
1063,01/18/25 08:00:00 PM,538.2,24.66
1064,01/18/25 08:10:00 PM,537.4,24.63
1065,01/18/25 08:20:00 PM,537.4,24.63
1066,01/18/25 08:30:00 PM,537.0,24.61
1067,01/18/25 08:40:00 PM,537.0,24.60
1068,01/18/25 08:50:00 PM,537.8,24.59
1069,01/18/25 09:00:00 PM,537.8,24.59
1070,01/18/25 09:10:00 PM,536.6,24.55
1071,01/18/25 09:20:00 PM,536.6,24.55
1072,01/18/25 09:30:00 PM,536.2,24.54
1073,01/18/25 09:40:00 PM,536.2,24.53
1074,01/18/25 09:50:00 PM,535.9,24.49
1075,01/18/25 10:00:00 PM,532.6,24.47
1076,01/18/25 10:10:00 PM,532.6,24.47
1077,01/18/25 10:20:00 PM,533.1,24.44
1078,01/18/25 10:30:00 PM,532.3,24.44
1079,01/18/25 10:40:00 PM,531.5,24.43
1080,01/18/25 10:50:00 PM,533.9,24.42
1081,01/18/25 11:00:00 PM,533.1,24.40
1082,01/18/25 11:10:00 PM,530.7,24.40
1083,01/18/25 11:20:00 PM,533.9,24.39
1084,01/18/25 11:30:00 PM,530.3,24.38
1085,01/18/25 11:40:00 PM,531.1,24.37
1086,01/18/25 11:50:00 PM,530.3,24.37
1087,01/19/25 12:00:00 AM,530.3,24.36
1088,01/19/25 12:10:00 AM,530.7,24.35
1089,01/19/25 12:20:00 AM,529.1,24.34
1090,01/19/25 12:30:00 AM,529.1,24.31
1091,01/19/25 12:40:00 AM,529.9,24.31
1092,01/19/25 12:50:00 AM,530.3,24.30
1093,01/19/25 01:00:00 AM,536.4,24.29
1094,01/19/25 01:10:00 AM,528.3,24.29
1095,01/19/25 01:20:00 AM,529.5,24.28
1096,01/19/25 01:30:00 AM,528.3,24.26
1097,01/19/25 01:40:00 AM,528.3,24.25
1098,01/19/25 01:50:00 AM,529.5,24.25
1099,01/19/25 02:00:00 AM,528.3,24.23
1100,01/19/25 02:10:00 AM,529.6,24.22
1101,01/19/25 02:20:00 AM,529.2,24.21
1102,01/19/25 02:30:00 AM,530.4,24.20
1103,01/19/25 02:40:00 AM,530.4,24.19
1104,01/19/25 02:50:00 AM,530.0,24.18
1105,01/19/25 03:00:00 AM,531.2,24.15
1106,01/19/25 03:10:00 AM,530.0,24.15
1107,01/19/25 03:20:00 AM,531.6,24.14
1108,01/19/25 03:30:00 AM,532.4,24.13
1109,01/19/25 03:40:00 AM,532.8,24.12
1110,01/19/25 03:50:00 AM,532.4,24.11
1111,01/19/25 04:00:00 AM,532.9,24.10
1112,01/19/25 04:10:00 AM,531.7,24.09
1113,01/19/25 04:20:00 AM,532.9,24.08
1114,01/19/25 04:30:00 AM,533.3,24.08
1115,01/19/25 04:40:00 AM,534.5,24.06
1116,01/19/25 04:50:00 AM,532.9,24.05
1117,01/19/25 05:00:00 AM,533.7,24.03
1118,01/19/25 05:10:00 AM,533.7,24.03
1119,01/19/25 05:20:00 AM,533.7,24.02
1120,01/19/25 05:30:00 AM,536.1,24.02
1121,01/19/25 05:40:00 AM,534.9,24.00
1122,01/19/25 05:50:00 AM,534.9,23.98
1123,01/19/25 06:00:00 AM,543.0,23.98
1124,01/19/25 06:10:00 AM,534.1,23.97
1125,01/19/25 06:20:00 AM,538.6,23.96
1126,01/19/25 06:30:00 AM,537.4,23.95
1127,01/19/25 06:40:00 AM,538.6,23.94
1128,01/19/25 06:50:00 AM,538.6,23.94
1129,01/19/25 07:00:00 AM,537.0,23.91
1130,01/19/25 07:10:00 AM,536.6,23.89
1131,01/19/25 07:20:00 AM,536.6,23.89
1132,01/19/25 07:30:00 AM,537.8,23.88
1133,01/19/25 07:40:00 AM,537.8,23.88
1134,01/19/25 07:50:00 AM,538.2,23.88
1135,01/19/25 08:00:00 AM,538.2,23.88
1136,01/19/25 08:10:00 AM,537.8,23.88
1137,01/19/25 08:20:00 AM,538.6,23.88
1138,01/19/25 08:30:00 AM,539.0,23.88
1139,01/19/25 08:40:00 AM,539.0,23.89
1140,01/19/25 08:50:00 AM,537.8,23.89
1141,01/19/25 09:00:00 AM,538.6,23.92
1142,01/19/25 09:10:00 AM,537.8,23.93
1143,01/19/25 09:20:00 AM,539.4,23.96
1144,01/19/25 09:30:00 AM,539.4,24.00
1145,01/19/25 09:40:00 AM,539.4,24.01
1146,01/19/25 09:50:00 AM,539.4,24.01
1147,01/19/25 10:00:00 AM,540.2,24.04
1148,01/19/25 10:10:00 AM,540.5,24.08
1149,01/19/25 10:20:00 AM,540.5,24.11
1150,01/19/25 10:30:00 AM,541.3,24.15
1151,01/19/25 10:40:00 AM,540.9,24.17
1152,01/19/25 10:50:00 AM,541.3,24.19
1153,01/19/25 11:00:00 AM,542.1,24.25
1154,01/19/25 11:10:00 AM,542.4,24.26
1155,01/19/25 11:20:00 AM,543.2,24.28
1156,01/19/25 11:30:00 AM,542.8,24.36
1157,01/19/25 11:40:00 AM,543.6,24.40
1158,01/19/25 11:50:00 AM,542.8,24.43
1159,01/19/25 12:00:00 PM,543.1,24.48
1160,01/19/25 12:10:00 PM,544.3,24.54
1161,01/19/25 12:20:00 PM,544.7,24.61
1162,01/19/25 12:30:00 PM,545.5,24.64
1163,01/19/25 12:40:00 PM,546.6,24.72
1164,01/19/25 12:50:00 PM,547.4,24.79
1165,01/19/25 01:00:00 PM,548.6,24.87
1166,01/19/25 01:10:00 PM,549.3,24.98
1167,01/19/25 01:20:00 PM,549.3,24.97
1168,01/19/25 01:30:00 PM,550.1,25.03
1169,01/19/25 01:40:00 PM,550.8,25.11
1170,01/19/25 01:50:00 PM,551.6,25.15
1171,01/19/25 02:00:00 PM,552.4,25.23
1172,01/19/25 02:10:00 PM,551.6,25.25
1173,01/19/25 02:20:00 PM,552.0,25.25
1174,01/19/25 02:30:00 PM,552.7,25.30
1175,01/19/25 02:40:00 PM,553.9,25.39
1176,01/19/25 02:50:00 PM,553.9,25.39
1177,01/19/25 03:00:00 PM,553.9,25.41
1178,01/19/25 03:10:00 PM,554.7,25.42
1179,01/19/25 03:20:00 PM,553.9,25.37
1180,01/19/25 03:30:00 PM,553.1,25.39
1181,01/19/25 03:40:00 PM,553.8,25.49
1182,01/19/25 03:50:00 PM,553.1,25.40
1183,01/19/25 04:00:00 PM,553.9,25.45
1184,01/19/25 04:10:00 PM,553.9,25.41
1185,01/19/25 04:20:00 PM,553.9,25.42
1186,01/19/25 04:30:00 PM,554.7,25.47
1187,01/19/25 04:40:00 PM,553.9,25.38
1188,01/19/25 04:50:00 PM,554.7,25.41
1189,01/19/25 05:00:00 PM,554.7,25.40
1190,01/19/25 05:10:00 PM,554.3,25.38
1191,01/19/25 05:20:00 PM,554.7,25.36
1192,01/19/25 05:30:00 PM,554.3,25.36
1193,01/19/25 05:40:00 PM,326.1,25.30
1194,01/19/25 05:50:00 PM,325.6,25.50
1195,01/19/25 06:00:00 PM,331.8,26.03
1196,01/19/25 06:10:00 PM,336.6,25.93
1197,01/19/25 06:20:00 PM,347.1,25.53
1198,01/19/25 06:30:00 PM,356.7,25.27
1199,01/19/25 06:40:00 PM,336.4,25.49
1200,01/19/25 06:50:00 PM,312.0,25.96
1201,01/19/25 07:00:00 PM,254.4,26.51
1202,01/19/25 07:10:00 PM,115.3,26.89
1203,01/19/25 07:20:00 PM,16.8,27.34
1204,01/19/25 07:30:00 PM,20.7,28.16
1205,01/19/25 07:40:00 PM,2.1,28.46
1206,01/19/25 07:50:00 PM,5.2,28.66
1207,01/19/25 08:00:00 PM,5.2,28.73
1208,01/19/25 08:10:00 PM,5.2,28.76
1209,01/19/25 08:20:00 PM,5.2,28.73
1210,01/19/25 08:30:00 PM,5.2,28.68
1211,01/19/25 08:40:00 PM,5.2,28.60
1212,01/19/25 08:50:00 PM,5.2,28.51
1213,01/19/25 09:00:00 PM,2.1,28.13
1214,01/19/25 09:10:00 PM,5.2,27.56
1215,01/19/25 09:20:00 PM,5.2,27.43
1216,01/19/25 09:30:00 PM,5.2,27.52
1217,01/19/25 09:40:00 PM,5.2,27.93
1218,01/19/25 09:50:00 PM,5.2,28.39
1219,01/19/25 10:00:00 PM,1.0,28.63
1220,01/19/25 10:10:00 PM,5.2,28.67
1221,01/19/25 10:20:00 PM,5.2,28.59
1222,01/19/25 10:30:00 PM,5.2,28.46
1223,01/19/25 10:40:00 PM,5.2,28.32
1224,01/19/25 10:50:00 PM,5.2,27.12
1225,01/19/25 11:00:00 PM,5.2,26.95
1226,01/19/25 11:10:00 PM,5.2,27.16
1227,01/19/25 11:20:00 PM,5.2,27.24
1228,01/19/25 11:30:00 PM,5.2,27.26
1229,01/19/25 11:40:00 PM,5.2,27.27
1230,01/19/25 11:50:00 PM,1.0,27.31
1231,01/20/25 12:00:00 AM,1.0,27.33
1232,01/20/25 12:10:00 AM,5.2,27.33
1233,01/20/25 12:20:00 AM,5.2,27.32
1234,01/20/25 12:30:00 AM,5.2,27.29
1235,01/20/25 12:40:00 AM,5.2,27.27
1236,01/20/25 12:50:00 AM,5.2,27.25
1237,01/20/25 01:00:00 AM,1.0,27.22
1238,01/20/25 01:10:00 AM,5.2,27.18
1239,01/20/25 01:20:00 AM,5.2,27.15
1240,01/20/25 01:30:00 AM,5.2,27.11
1241,01/20/25 01:40:00 AM,5.2,27.08
1242,01/20/25 01:50:00 AM,5.2,27.03
1243,01/20/25 02:00:00 AM,5.2,27.01
1244,01/20/25 02:10:00 AM,1.0,26.97
1245,01/20/25 02:20:00 AM,5.2,26.94
1246,01/20/25 02:30:00 AM,5.2,26.92
1247,01/20/25 02:40:00 AM,1.0,26.89
1248,01/20/25 02:50:00 AM,5.2,26.86
1249,01/20/25 03:00:00 AM,5.2,26.83
1250,01/20/25 03:10:00 AM,2.1,26.80
1251,01/20/25 03:20:00 AM,5.2,26.76
1252,01/20/25 03:30:00 AM,1.0,26.74
1253,01/20/25 03:40:00 AM,5.2,26.72
1254,01/20/25 03:50:00 AM,5.2,26.67
1255,01/20/25 04:00:00 AM,5.2,26.65
1256,01/20/25 04:10:00 AM,5.2,26.61
1257,01/20/25 04:20:00 AM,2.1,26.59
1258,01/20/25 04:30:00 AM,1.0,26.56
1259,01/20/25 04:40:00 AM,5.2,26.52
1260,01/20/25 04:50:00 AM,5.2,26.49
1261,01/20/25 05:00:00 AM,2.1,26.46
1262,01/20/25 05:10:00 AM,0.6,26.42
1263,01/20/25 05:20:00 AM,5.2,26.40
1264,01/20/25 05:30:00 AM,5.2,26.37
1265,01/20/25 05:40:00 AM,5.2,26.34
1266,01/20/25 05:50:00 AM,5.2,26.33
1267,01/20/25 06:00:00 AM,5.2,26.31
1268,01/20/25 06:10:00 AM,5.2,26.31
1269,01/20/25 06:20:00 AM,5.2,26.31
1270,01/20/25 06:30:00 AM,5.2,26.31
1271,01/20/25 06:40:00 AM,5.2,26.31
1272,01/20/25 06:50:00 AM,5.2,26.30
1273,01/20/25 07:00:00 AM,1.0,26.30
1274,01/20/25 07:10:00 AM,5.2,26.30
1275,01/20/25 07:20:00 AM,5.2,26.30
1276,01/20/25 07:30:00 AM,1.0,26.30
1277,01/20/25 07:40:00 AM,5.2,26.30
1278,01/20/25 07:50:00 AM,5.2,26.30
1279,01/20/25 08:00:00 AM,5.2,26.31
1280,01/20/25 08:10:00 AM,5.2,26.32
1281,01/20/25 08:20:00 AM,5.2,26.33
1282,01/20/25 08:30:00 AM,5.2,26.31
1283,01/20/25 08:40:00 AM,5.2,26.27
1284,01/20/25 08:50:00 AM,5.2,26.29
1285,01/20/25 09:00:00 AM,5.2,26.30
1286,01/20/25 09:10:00 AM,5.2,26.31
1287,01/20/25 09:20:00 AM,5.2,26.34
1288,01/20/25 09:30:00 AM,5.2,26.39
1289,01/20/25 09:40:00 AM,5.2,26.44
1290,01/20/25 09:50:00 AM,2.1,26.48
1291,01/20/25 10:00:00 AM,1.0,26.49
1292,01/20/25 10:10:00 AM,1.0,26.51
1293,01/20/25 10:20:00 AM,5.2,26.52
1294,01/20/25 10:30:00 AM,5.2,26.52
1295,01/20/25 10:40:00 AM,5.2,26.52
1296,01/20/25 10:50:00 AM,5.2,26.54
1297,01/20/25 11:00:00 AM,1.0,26.54
1298,01/20/25 11:10:00 AM,5.2,26.54
