"datetime","cond_uS_cm","temp_C","site"
"8/9/2024 21:10",1189.9,27.75,"TO"
"8/9/2024 21:20",1192,27.73,"TO"
"8/9/2024 21:30",1192.4,27.73,"TO"
"8/9/2024 21:40",1194.1,27.71,"TO"
"8/9/2024 21:50",1196.2,27.7,"TO"
"8/9/2024 22:00",1195.8,27.69,"TO"
"8/9/2024 22:10",1198.4,27.68,"TO"
"8/9/2024 22:20",1196.7,27.66,"TO"
"8/9/2024 22:30",1195.5,27.65,"TO"
"8/9/2024 22:40",1195.9,27.63,"TO"
"8/9/2024 22:50",1196.3,27.62,"TO"
"8/9/2024 23:00",1193.4,27.61,"TO"
"8/9/2024 23:10",1194.7,27.6,"TO"
"8/9/2024 23:20",1195.5,27.59,"TO"
"8/9/2024 23:30",1197.2,27.58,"TO"
"8/9/2024 23:40",1197.2,27.57,"TO"
"8/9/2024 23:50",1198.5,27.54,"TO"
"8/10/2024 0:00",1195.6,27.53,"TO"
"8/10/2024 0:10",1194.4,27.51,"TO"
"8/10/2024 0:20",1191.1,27.5,"TO"
"8/10/2024 0:30",1191.1,27.48,"TO"
"8/10/2024 0:40",1187.8,27.46,"TO"
"8/10/2024 0:50",1190.3,27.46,"TO"
"8/10/2024 1:00",1191.2,27.43,"TO"
"8/10/2024 1:10",1188.2,27.43,"TO"
"8/10/2024 1:20",1190.8,27.41,"TO"
"8/10/2024 1:30",1189.1,27.41,"TO"
"8/10/2024 1:40",1187.5,27.39,"TO"
"8/10/2024 1:50",1187.9,27.37,"TO"
"8/10/2024 2:00",1189.2,27.35,"TO"
"8/10/2024 2:10",1189.2,27.35,"TO"
"8/10/2024 2:20",1190.9,27.33,"TO"
"8/10/2024 2:30",1191.7,27.33,"TO"
"8/10/2024 2:40",1193,27.32,"TO"
"8/10/2024 2:50",1193.8,27.31,"TO"
"8/10/2024 3:00",1193.4,27.31,"TO"
"8/10/2024 3:10",1192.6,27.29,"TO"
"8/10/2024 3:20",1192.6,27.29,"TO"
"8/10/2024 3:30",1195.1,27.27,"TO"
"8/10/2024 3:40",1196.4,27.26,"TO"
"8/10/2024 3:50",1191.8,27.26,"TO"
"8/10/2024 4:00",1193.5,27.25,"TO"
"8/10/2024 4:10",1192.2,27.24,"TO"
"8/10/2024 4:20",1191.4,27.24,"TO"
"8/10/2024 4:30",1193.1,27.24,"TO"
"8/10/2024 4:40",1193.9,27.22,"TO"
"8/10/2024 4:50",1194.4,27.2,"TO"
"8/10/2024 5:00",1193.1,27.19,"TO"
"8/10/2024 5:10",1191.9,27.19,"TO"
"8/10/2024 5:20",1190.7,27.17,"TO"
"8/10/2024 5:30",1191.1,27.17,"TO"
"8/10/2024 5:40",1191.5,27.16,"TO"
"8/10/2024 5:50",1191.5,27.14,"TO"
"8/10/2024 6:00",1190.7,27.12,"TO"
"8/10/2024 6:10",1191.1,27.11,"TO"
"8/10/2024 6:20",1193.3,27.1,"TO"
"8/10/2024 6:30",1189.5,27.08,"TO"
"8/10/2024 6:40",1189.1,27.06,"TO"
"8/10/2024 6:50",1189.1,27.06,"TO"
"8/10/2024 7:00",1189.5,27.07,"TO"
"8/10/2024 7:10",1190.4,27.05,"TO"
"8/10/2024 7:20",1190,27.07,"TO"
"8/10/2024 7:30",1190.8,27.07,"TO"
"8/10/2024 7:40",1190.8,27.07,"TO"
"8/10/2024 7:50",1193.3,27.09,"TO"
"8/10/2024 8:00",1196.2,27.09,"TO"
"8/10/2024 8:10",1196.6,27.1,"TO"
"8/10/2024 8:20",1197,27.11,"TO"
"8/10/2024 8:30",1197,27.14,"TO"
"8/10/2024 8:40",1199,27.22,"TO"
"8/10/2024 8:50",1199.3,27.25,"TO"
"8/10/2024 9:00",1198.5,27.22,"TO"
"8/10/2024 9:10",1198.1,27.23,"TO"
"8/10/2024 9:20",1198.9,27.23,"TO"
"8/10/2024 9:30",1193.1,27.23,"TO"
"8/10/2024 9:40",1193.5,27.25,"TO"
"8/10/2024 9:50",1195.1,27.27,"TO"
"8/10/2024 10:00",1196.4,27.28,"TO"
"8/10/2024 10:10",1197.2,27.28,"TO"
"8/10/2024 10:20",1197.6,27.27,"TO"
"8/10/2024 10:30",1196.4,27.27,"TO"
"8/10/2024 10:40",1193,27.31,"TO"
"8/10/2024 10:50",1194.1,27.39,"TO"
"8/10/2024 11:00",1194.5,27.4,"TO"
"8/10/2024 11:10",1196.2,27.43,"TO"
"8/10/2024 11:20",1197.3,27.49,"TO"
"8/10/2024 11:30",1197.3,27.51,"TO"
"8/10/2024 11:40",1198.2,27.51,"TO"
"8/10/2024 11:50",1199,27.5,"TO"
"8/10/2024 12:00",1199.9,27.49,"TO"
"8/10/2024 12:10",1200.3,27.46,"TO"
"8/10/2024 12:20",1199.9,27.46,"TO"
"8/10/2024 12:30",1199.5,27.45,"TO"
"8/10/2024 12:40",1201.1,27.48,"TO"
"8/10/2024 12:50",1202.3,27.51,"TO"
"8/10/2024 13:00",1203.9,27.59,"TO"
"8/10/2024 13:10",1205,27.71,"TO"
"8/10/2024 13:20",1208,27.68,"TO"
"8/10/2024 13:30",1207.9,27.73,"TO"
"8/10/2024 13:40",1209.9,27.77,"TO"
"8/10/2024 13:50",1211.2,27.79,"TO"
"8/10/2024 14:00",1211.9,27.86,"TO"
"8/10/2024 14:10",1212.3,27.91,"TO"
"8/10/2024 14:20",1213.5,27.93,"TO"
"8/10/2024 14:30",1214.2,27.99,"TO"
"8/10/2024 14:40",1214.2,28.02,"TO"
"8/10/2024 14:50",1214.5,28.09,"TO"
"8/10/2024 15:00",1212.5,28.04,"TO"
"8/10/2024 15:10",1212,28.09,"TO"
"8/10/2024 15:20",1213.6,28.17,"TO"
"8/10/2024 15:30",1213.6,28.17,"TO"
"8/10/2024 15:40",1211.5,28.17,"TO"
"8/10/2024 15:50",1211.5,28.16,"TO"
"8/10/2024 16:00",1212.4,28.12,"TO"
"8/10/2024 16:10",1212.8,28.14,"TO"
"8/10/2024 16:20",1213.2,28.14,"TO"
"8/10/2024 16:30",1214.4,28.17,"TO"
"8/10/2024 16:40",1214.4,28.16,"TO"
"8/10/2024 16:50",1214,28.16,"TO"
"8/10/2024 17:00",1214.5,28.14,"TO"
"8/10/2024 17:10",1214.5,28.12,"TO"
"8/10/2024 17:20",1214.1,28.12,"TO"
"8/10/2024 17:30",1213.7,28.1,"TO"
"8/10/2024 17:40",1212.4,28.1,"TO"
"8/10/2024 17:50",1213.3,28.09,"TO"
"8/10/2024 18:00",1212.9,28.07,"TO"
"8/10/2024 18:10",1213.3,28.05,"TO"
"8/10/2024 18:20",1213.3,28.05,"TO"
"8/10/2024 18:30",1213.4,28.03,"TO"
"8/10/2024 18:40",1212.1,28.02,"TO"
"8/10/2024 18:50",1212.1,28,"TO"
"8/10/2024 19:00",1212.2,27.99,"TO"
"8/10/2024 19:10",1211.8,27.97,"TO"
"8/10/2024 19:20",1210.6,27.93,"TO"
"8/10/2024 19:30",1208.1,27.9,"TO"
"8/10/2024 19:40",1207.3,27.87,"TO"
"8/10/2024 19:50",1206.5,27.85,"TO"
"8/10/2024 20:00",1206.5,27.82,"TO"
"8/10/2024 20:10",1205.3,27.78,"TO"
"8/10/2024 20:20",1204.5,27.76,"TO"
"8/10/2024 20:30",1204.5,27.74,"TO"
"8/10/2024 20:40",1204.6,27.7,"TO"
"8/10/2024 20:50",1204.2,27.68,"TO"
"8/10/2024 21:00",1204.2,27.65,"TO"
"8/10/2024 21:10",1204.3,27.6,"TO"
"8/10/2024 21:20",1201,27.56,"TO"
"8/10/2024 21:30",1200.6,27.53,"TO"
"8/10/2024 21:40",1199.8,27.51,"TO"
"8/10/2024 21:50",1202.3,27.51,"TO"
"8/10/2024 22:00",1204.4,27.5,"TO"
"8/10/2024 22:10",1203.6,27.48,"TO"
"8/10/2024 22:20",1204.5,27.48,"TO"
"8/10/2024 22:30",1205.3,27.46,"TO"
"8/10/2024 22:40",1205.3,27.45,"TO"
"8/10/2024 22:50",1204.9,27.43,"TO"
"8/10/2024 23:00",1204.1,27.41,"TO"
"8/10/2024 23:10",1204.6,27.4,"TO"
"8/10/2024 23:20",1204.2,27.37,"TO"
"8/10/2024 23:30",1203.8,27.35,"TO"
"8/10/2024 23:40",1203.8,27.34,"TO"
"8/10/2024 23:50",1202.2,27.32,"TO"
"8/11/2024 0:00",1202.6,27.29,"TO"
"8/11/2024 0:10",1201.8,27.27,"TO"
"8/11/2024 0:20",1200.2,27.25,"TO"
"8/11/2024 0:30",1200.6,27.24,"TO"
"8/11/2024 0:40",1199,27.22,"TO"
"8/11/2024 0:50",1199.4,27.2,"TO"
"8/11/2024 1:00",1199.8,27.18,"TO"
"8/11/2024 1:10",1199.4,27.16,"TO"
"8/11/2024 1:20",1198.2,27.12,"TO"
"8/11/2024 1:30",1198.3,27.11,"TO"
"8/11/2024 1:40",1198.3,27.1,"TO"
"8/11/2024 1:50",1197.9,27.08,"TO"
"8/11/2024 2:00",1197.1,27.06,"TO"
"8/11/2024 2:10",1196.3,27.05,"TO"
"8/11/2024 2:20",1195.4,27.02,"TO"
"8/11/2024 2:30",1195.5,27.01,"TO"
"8/11/2024 2:40",1195.1,27,"TO"
"8/11/2024 2:50",1195.9,26.98,"TO"
"8/11/2024 3:00",1194.7,26.94,"TO"
"8/11/2024 3:10",1193.9,26.93,"TO"
"8/11/2024 3:20",1193.5,26.92,"TO"
"8/11/2024 3:30",1193.5,26.91,"TO"
"8/11/2024 3:40",1196.5,26.89,"TO"
"8/11/2024 3:50",1193.6,26.86,"TO"
"8/11/2024 4:00",1192.7,26.85,"TO"
"8/11/2024 4:10",1191.5,26.83,"TO"
"8/11/2024 4:20",1192.4,26.82,"TO"
"8/11/2024 4:30",1191.1,26.8,"TO"
"8/11/2024 4:40",1191.2,26.77,"TO"
"8/11/2024 4:50",1191.6,26.76,"TO"
"8/11/2024 5:00",1191.2,26.75,"TO"
"8/11/2024 5:10",1191.6,26.73,"TO"
"8/11/2024 5:20",1190.4,26.72,"TO"
"8/11/2024 5:30",1190,26.71,"TO"
"8/11/2024 5:40",1190,26.67,"TO"
"8/11/2024 5:50",1191.3,26.65,"TO"
"8/11/2024 6:00",1190.1,26.63,"TO"
"8/11/2024 6:10",1190.1,26.59,"TO"
"8/11/2024 6:20",1190.2,26.58,"TO"
"8/11/2024 6:30",1191.4,26.58,"TO"
"8/11/2024 6:40",1190.2,26.58,"TO"
"8/11/2024 6:50",1189.3,26.58,"TO"
"8/11/2024 7:00",1187.7,26.57,"TO"
"8/11/2024 7:10",1187.7,26.58,"TO"
"8/11/2024 7:20",1187.2,26.58,"TO"
"8/11/2024 7:30",1187.6,26.59,"TO"
"8/11/2024 7:40",1187.6,26.6,"TO"
"8/11/2024 7:50",1186.8,26.61,"TO"
"8/11/2024 8:00",1186.7,26.64,"TO"
"8/11/2024 8:10",1186.7,26.67,"TO"
"8/11/2024 8:20",1186.7,26.68,"TO"
"8/11/2024 8:30",1186.7,26.69,"TO"
"8/11/2024 8:40",1189.8,26.86,"TO"
"8/11/2024 8:50",1192.5,27.03,"TO"
"8/11/2024 9:00",1189.9,26.8,"TO"
"8/11/2024 9:10",1189.8,26.83,"TO"
"8/11/2024 9:20",1189.4,26.86,"TO"
"8/11/2024 9:30",1190.6,26.9,"TO"
"8/11/2024 9:40",1190.5,26.94,"TO"
"8/11/2024 9:50",1190.9,26.97,"TO"
"8/11/2024 10:00",1191.3,26.97,"TO"
"8/11/2024 10:10",1194.4,27.16,"TO"
"8/11/2024 10:20",1194.6,27.06,"TO"
"8/11/2024 10:30",1195.8,27.08,"TO"
"8/11/2024 10:40",1195.7,27.11,"TO"
"8/11/2024 10:50",1196.5,27.16,"TO"
"8/11/2024 11:00",1196.9,27.18,"TO"
"8/11/2024 11:10",1199.2,27.32,"TO"
"8/11/2024 11:20",1200.9,27.32,"TO"
"8/11/2024 11:30",1202,27.41,"TO"
"8/11/2024 11:40",1202.9,27.43,"TO"
"8/11/2024 11:50",1204.9,27.49,"TO"
"8/11/2024 12:00",1206.5,27.56,"TO"
"8/11/2024 12:10",1208.1,27.6,"TO"
"8/11/2024 12:20",1208.4,27.67,"TO"
"8/11/2024 12:30",1213.2,27.84,"TO"
"8/11/2024 12:40",1212.8,27.78,"TO"
"8/11/2024 12:50",1213.6,27.82,"TO"
"8/11/2024 13:00",1217.2,27.99,"TO"
"8/11/2024 13:10",1217.2,27.93,"TO"
"8/11/2024 13:20",1217.2,27.96,"TO"
"8/11/2024 13:30",1217.2,27.94,"TO"
"8/11/2024 13:40",1217.6,27.95,"TO"
"8/11/2024 13:50",1218.4,27.99,"TO"
"8/11/2024 14:00",1218,27.97,"TO"
"8/11/2024 14:10",1218.8,28,"TO"
"8/11/2024 14:20",1220.9,28.04,"TO"
"8/11/2024 14:30",1220.4,28.07,"TO"
"8/11/2024 14:40",1221.6,28.12,"TO"
"8/11/2024 14:50",1222.8,28.14,"TO"
"8/11/2024 15:00",1222.8,28.12,"TO"
"8/11/2024 15:10",1222.9,28.1,"TO"
"8/11/2024 15:20",1222.5,28.07,"TO"
"8/11/2024 15:30",1222.9,28.04,"TO"
"8/11/2024 15:40",1222.1,28.02,"TO"
"8/11/2024 15:50",1222.2,28,"TO"
"8/11/2024 16:00",1221.4,27.96,"TO"
"8/11/2024 16:10",1220.1,27.95,"TO"
"8/11/2024 16:20",1218.9,27.93,"TO"
"8/11/2024 16:30",1218.9,27.93,"TO"
"8/11/2024 16:40",1218.9,27.92,"TO"
"8/11/2024 16:50",1218.5,27.91,"TO"
"8/11/2024 17:00",1218.1,27.9,"TO"
"8/11/2024 17:10",1217.3,27.88,"TO"
"8/11/2024 17:20",1217.3,27.88,"TO"
"8/11/2024 17:30",1216.9,27.87,"TO"
"8/11/2024 17:40",1216.9,27.86,"TO"
"8/11/2024 17:50",1217.4,27.85,"TO"
"8/11/2024 18:00",1216.9,27.84,"TO"
"8/11/2024 18:10",1216.9,27.84,"TO"
"8/11/2024 18:20",1216.1,27.83,"TO"
"8/11/2024 18:30",1216.2,27.8,"TO"
"8/11/2024 18:40",1215.8,27.79,"TO"
"8/11/2024 18:50",1216.6,27.77,"TO"
"8/11/2024 19:00",1217.5,27.75,"TO"
"8/11/2024 19:10",1215,27.7,"TO"
"8/11/2024 19:20",1215.1,27.68,"TO"
"8/11/2024 19:30",1216.3,27.67,"TO"
"8/11/2024 19:40",1217.2,27.65,"TO"
"8/11/2024 19:50",1216.4,27.63,"TO"
"8/11/2024 20:00",1215.6,27.6,"TO"
"8/11/2024 20:10",1215.2,27.59,"TO"
"8/11/2024 20:20",1214,27.56,"TO"
"8/11/2024 20:30",1214.8,27.54,"TO"
"8/11/2024 20:40",1214.5,27.51,"TO"
"8/11/2024 20:50",1214.9,27.5,"TO"
"8/11/2024 21:00",1214.1,27.46,"TO"
"8/11/2024 21:10",1214.5,27.45,"TO"
"8/11/2024 21:20",1214.6,27.43,"TO"
"8/11/2024 21:30",1215.8,27.42,"TO"
"8/11/2024 21:40",1215.9,27.4,"TO"
"8/11/2024 21:50",1216.3,27.37,"TO"
"8/11/2024 22:00",1213.8,27.35,"TO"
"8/11/2024 22:10",1213.4,27.34,"TO"
"8/11/2024 22:20",1213.5,27.32,"TO"
"8/11/2024 22:30",1213.5,27.31,"TO"
"8/11/2024 22:40",1213.5,27.28,"TO"
"8/11/2024 22:50",1212.7,27.27,"TO"
"8/11/2024 23:00",1211,27.26,"TO"
"8/11/2024 23:10",1212.3,27.24,"TO"
"8/11/2024 23:20",1212.3,27.23,"TO"
"8/11/2024 23:30",1211.1,27.22,"TO"
"8/11/2024 23:40",1212.4,27.19,"TO"
"8/11/2024 23:50",1209.9,27.18,"TO"
"8/12/2024 0:00",1209.1,27.14,"TO"
"8/12/2024 0:10",1209.1,27.16,"TO"
"8/12/2024 0:20",1208.7,27.14,"TO"
"8/12/2024 0:30",1209.1,27.12,"TO"
"8/12/2024 0:40",1208.7,27.1,"TO"
"8/12/2024 0:50",1208.3,27.09,"TO"
"8/12/2024 1:00",1207.1,27.08,"TO"
"8/12/2024 1:10",1206.7,27.06,"TO"
"8/12/2024 1:20",1206.3,27.03,"TO"
"8/12/2024 1:30",1205.1,27.01,"TO"
"8/12/2024 1:40",1204.3,27,"TO"
"8/12/2024 1:50",1204.7,26.99,"TO"
"8/12/2024 2:00",1204.3,26.98,"TO"
"8/12/2024 2:10",1204.3,26.97,"TO"
"8/12/2024 2:20",1204.3,26.95,"TO"
"8/12/2024 2:30",1204.3,26.93,"TO"
"8/12/2024 2:40",1204,26.9,"TO"
"8/12/2024 2:50",1204.4,26.89,"TO"
"8/12/2024 3:00",1204,26.88,"TO"
"8/12/2024 3:10",1203.6,26.86,"TO"
"8/12/2024 3:20",1203.2,26.84,"TO"
"8/12/2024 3:30",1202.8,26.83,"TO"
"8/12/2024 3:40",1202.4,26.8,"TO"
"8/12/2024 3:50",1202,26.8,"TO"
"8/12/2024 4:00",1202,26.78,"TO"
"8/12/2024 4:10",1202.1,26.76,"TO"
"8/12/2024 4:20",1202.1,26.75,"TO"
"8/12/2024 4:30",1200.8,26.73,"TO"
"8/12/2024 4:40",1201.7,26.71,"TO"
"8/12/2024 4:50",1200.9,26.69,"TO"
"8/12/2024 5:00",1200.1,26.67,"TO"
"8/12/2024 5:10",1200.9,26.66,"TO"
"8/12/2024 5:20",1201.8,26.65,"TO"
"8/12/2024 5:30",1202.6,26.63,"TO"
"8/12/2024 5:40",1203.5,26.63,"TO"
"8/12/2024 5:50",1203.1,26.61,"TO"
"8/12/2024 6:00",1202.3,26.58,"TO"
"8/12/2024 6:10",1202.3,26.57,"TO"
"8/12/2024 6:20",1201.9,26.56,"TO"
"8/12/2024 6:30",1202.3,26.56,"TO"
"8/12/2024 6:40",1201.5,26.55,"TO"
"8/12/2024 6:50",1201.1,26.54,"TO"
"8/12/2024 7:00",1201.5,26.54,"TO"
"8/12/2024 7:10",1201.1,26.54,"TO"
"8/12/2024 7:20",1200.2,26.56,"TO"
"8/12/2024 7:30",1199.4,26.56,"TO"
"8/12/2024 7:40",1199.8,26.57,"TO"
"8/12/2024 7:50",1198.9,26.58,"TO"
"8/12/2024 8:00",1198.9,26.6,"TO"
"8/12/2024 8:10",1197.6,26.68,"TO"
"8/12/2024 8:20",1197.1,26.68,"TO"
"8/12/2024 8:30",1197.5,26.72,"TO"
"8/12/2024 8:40",1198.6,26.83,"TO"
"8/12/2024 8:50",1201.3,27.01,"TO"
"8/12/2024 9:00",1201.2,26.81,"TO"
"8/12/2024 9:10",1201.5,26.84,"TO"
"8/12/2024 9:20",1201.9,26.88,"TO"
"8/12/2024 9:30",1204.4,26.91,"TO"
"8/12/2024 9:40",1204.3,26.94,"TO"
"8/12/2024 9:50",1205.5,26.98,"TO"
"8/12/2024 10:00",1205.9,27.01,"TO"
"8/12/2024 10:10",1207.8,27.17,"TO"
"8/12/2024 10:20",1210.4,27.09,"TO"
"8/12/2024 10:30",1210.6,27.25,"TO"
"8/12/2024 10:40",1211.7,27.36,"TO"
"8/12/2024 10:50",1213.5,27.28,"TO"
"8/12/2024 11:00",1215.4,27.43,"TO"
"8/12/2024 11:10",1217.1,27.44,"TO"
"8/12/2024 11:20",1217,27.46,"TO"
"8/12/2024 11:30",1217.8,27.52,"TO"
"8/12/2024 11:40",1218.6,27.54,"TO"
"8/12/2024 11:50",1221.8,27.63,"TO"
"8/12/2024 12:00",1222.2,27.67,"TO"
"8/12/2024 12:10",1223.4,27.67,"TO"
"8/12/2024 12:20",1222.2,27.62,"TO"
"8/12/2024 12:30",1225.8,27.8,"TO"
"8/12/2024 12:40",1226.2,27.83,"TO"
"8/12/2024 12:50",1229,27.92,"TO"
"8/12/2024 13:00",1230.5,28.02,"TO"
"8/12/2024 13:10",1233,28.07,"TO"
"8/12/2024 13:20",1233.8,28.05,"TO"
"8/12/2024 13:30",1236.7,28.11,"TO"
"8/12/2024 13:40",1237,28.16,"TO"
"8/12/2024 13:50",1237,28.18,"TO"
"8/12/2024 14:00",1240.2,28.26,"TO"
"8/12/2024 14:10",1239.8,28.25,"TO"
"8/12/2024 14:20",1239.7,28.3,"TO"
"8/12/2024 14:30",1239.7,28.3,"TO"
"8/12/2024 14:40",1240.6,28.3,"TO"
"8/12/2024 14:50",1240.2,28.3,"TO"
"8/12/2024 15:00",1241,28.34,"TO"
"8/12/2024 15:10",1242.1,28.38,"TO"
"8/12/2024 15:20",1242.9,28.42,"TO"
"8/12/2024 15:30",1242.6,28.39,"TO"
"8/12/2024 15:40",1243,28.41,"TO"
"8/12/2024 15:50",1241.4,28.34,"TO"
"8/12/2024 16:00",1242.2,28.36,"TO"
"8/12/2024 16:10",1241.8,28.35,"TO"
"8/12/2024 16:20",1243.4,28.35,"TO"
"8/12/2024 16:30",1243.1,28.33,"TO"
"8/12/2024 16:40",1242.7,28.3,"TO"
"8/12/2024 16:50",1243.5,28.28,"TO"
"8/12/2024 17:00",1242.7,28.26,"TO"
"8/12/2024 17:10",1243.6,28.24,"TO"
"8/12/2024 17:20",1243.2,28.22,"TO"
"8/12/2024 17:30",1242.4,28.2,"TO"
"8/12/2024 17:40",1242.4,28.18,"TO"
"8/12/2024 17:50",1242,28.17,"TO"
"8/12/2024 18:00",1242.5,28.14,"TO"
"8/12/2024 18:10",1242.5,28.12,"TO"
"8/12/2024 18:20",1242.5,28.1,"TO"
"8/12/2024 18:30",1242.6,28.08,"TO"
"8/12/2024 18:40",1242.6,28.05,"TO"
"8/12/2024 18:50",1241.8,28.04,"TO"
"8/12/2024 19:00",1241.8,28.01,"TO"
"8/12/2024 19:10",1242.7,28,"TO"
"8/12/2024 19:20",1244,27.97,"TO"
"8/12/2024 19:30",1244.8,27.96,"TO"
"8/12/2024 19:40",1244.8,27.94,"TO"
"8/12/2024 19:50",1246.5,27.92,"TO"
"8/12/2024 20:00",1242.8,27.92,"TO"
"8/12/2024 20:10",1242.8,27.9,"TO"
"8/12/2024 20:20",1242.8,27.87,"TO"
"8/12/2024 20:30",1241.6,27.87,"TO"
"8/12/2024 20:40",1241.2,27.85,"TO"
"8/12/2024 20:50",1240.4,27.84,"TO"
"8/12/2024 21:00",1240.4,27.83,"TO"
"8/12/2024 21:10",1240,27.8,"TO"
"8/12/2024 21:20",1240.4,27.8,"TO"
"8/12/2024 21:30",1240.4,27.79,"TO"
"8/12/2024 21:40",1240,27.77,"TO"
"8/12/2024 21:50",1239.2,27.77,"TO"
"8/12/2024 22:00",1239.2,27.76,"TO"
"8/12/2024 22:10",1239.2,27.75,"TO"
"8/12/2024 22:20",1238.8,27.75,"TO"
"8/12/2024 22:30",1238.8,27.74,"TO"
"8/12/2024 22:40",1239.3,27.73,"TO"
"8/12/2024 22:50",1238,27.7,"TO"
"8/12/2024 23:00",1238,27.7,"TO"
"8/12/2024 23:10",1237.6,27.69,"TO"
"8/12/2024 23:20",1237.7,27.67,"TO"
"8/12/2024 23:30",1237.7,27.66,"TO"
"8/12/2024 23:40",1237.7,27.65,"TO"
"8/12/2024 23:50",1237.3,27.65,"TO"
"8/13/2024 0:00",1236.9,27.65,"TO"
"8/13/2024 0:10",1236.9,27.63,"TO"
"8/13/2024 0:20",1236,27.63,"TO"
"8/13/2024 0:30",1235.2,27.62,"TO"
"8/13/2024 0:40",1235.6,27.62,"TO"
"8/13/2024 0:50",1236.5,27.61,"TO"
"8/13/2024 1:00",1236.5,27.61,"TO"
"8/13/2024 1:10",1236.1,27.61,"TO"
"8/13/2024 1:20",1236.9,27.6,"TO"
"8/13/2024 1:30",1237.3,27.6,"TO"
"8/13/2024 1:40",1237.8,27.59,"TO"
"8/13/2024 1:50",1237.3,27.6,"TO"
"8/13/2024 2:00",1236.5,27.58,"TO"
"8/13/2024 2:10",1237,27.56,"TO"
"8/13/2024 2:20",1237.4,27.56,"TO"
"8/13/2024 2:30",1238.3,27.54,"TO"
"8/13/2024 2:40",1238.3,27.53,"TO"
"8/13/2024 2:50",1237.9,27.52,"TO"
"8/13/2024 3:00",1237.5,27.51,"TO"
"8/13/2024 3:10",1237,27.51,"TO"
"8/13/2024 3:20",1235.8,27.51,"TO"
"8/13/2024 3:30",1236.2,27.5,"TO"
"8/13/2024 3:40",1236.2,27.49,"TO"
"8/13/2024 3:50",1236.3,27.48,"TO"
"8/13/2024 4:00",1236.7,27.45,"TO"
"8/13/2024 4:10",1236.3,27.45,"TO"
"8/13/2024 4:20",1235,27.45,"TO"
"8/13/2024 4:30",1234.2,27.44,"TO"
"8/13/2024 4:40",1233.8,27.42,"TO"
"8/13/2024 4:50",1233.8,27.42,"TO"
"8/13/2024 5:00",1233.8,27.42,"TO"
"8/13/2024 5:10",1233.8,27.41,"TO"
"8/13/2024 5:20",1234.7,27.41,"TO"
"8/13/2024 5:30",1234.3,27.39,"TO"
"8/13/2024 5:40",1234.3,27.39,"TO"
"8/13/2024 5:50",1234.3,27.37,"TO"
"8/13/2024 6:00",1233.9,27.36,"TO"
"8/13/2024 6:10",1233.9,27.35,"TO"
"8/13/2024 6:20",1233.9,27.34,"TO"
"8/13/2024 6:30",1234.3,27.34,"TO"
"8/13/2024 6:40",1235.2,27.34,"TO"
"8/13/2024 6:50",1234.3,27.34,"TO"
"8/13/2024 7:00",1234.3,27.34,"TO"
"8/13/2024 7:10",1235.2,27.35,"TO"
"8/13/2024 7:20",1235.2,27.35,"TO"
"8/13/2024 7:30",1236.8,27.36,"TO"
"8/13/2024 7:40",1236.4,27.39,"TO"
"8/13/2024 7:50",1236.4,27.4,"TO"
"8/13/2024 8:00",1235.1,27.42,"TO"
"8/13/2024 8:10",1233.8,27.43,"TO"
"8/13/2024 8:20",1233,27.44,"TO"
"8/13/2024 8:30",1233.7,27.48,"TO"
"8/13/2024 8:40",1233.6,27.58,"TO"
"8/13/2024 8:50",1232.4,27.53,"TO"
"8/13/2024 9:00",1234.9,27.53,"TO"
"8/13/2024 9:10",1236.1,27.57,"TO"
"8/13/2024 9:20",1236.5,27.59,"TO"
"8/13/2024 9:30",1237.3,27.63,"TO"
"8/13/2024 9:40",1241,27.65,"TO"
"8/13/2024 9:50",1242.6,27.7,"TO"
"8/13/2024 10:00",1241.8,27.73,"TO"
"8/13/2024 10:10",1241.7,27.77,"TO"
"8/13/2024 10:20",1243.4,27.78,"TO"
"8/13/2024 10:30",1244.1,27.85,"TO"
"8/13/2024 10:40",1245.3,27.92,"TO"
"8/13/2024 10:50",1242,27.87,"TO"
"8/13/2024 11:00",1238.6,27.9,"TO"
"8/13/2024 11:10",1239.1,27.88,"TO"
"8/13/2024 11:20",1239.1,27.86,"TO"
"8/13/2024 11:30",1241.1,27.92,"TO"
"8/13/2024 11:40",1242.7,27.95,"TO"
"8/13/2024 11:50",1243.9,28.04,"TO"
"8/13/2024 12:00",1247.5,28.11,"TO"
"8/13/2024 12:10",1250.8,28.17,"TO"
"8/13/2024 12:20",1250.4,28.18,"TO"
"8/13/2024 12:30",1253.6,28.29,"TO"
"8/13/2024 12:40",1252.7,28.35,"TO"
"8/13/2024 12:50",1255.5,28.43,"TO"
"8/13/2024 13:00",1255.1,28.39,"TO"
"8/13/2024 13:10",1248.2,28.26,"TO"
"8/13/2024 13:20",1240.3,28.18,"TO"
"8/13/2024 13:30",1236.2,28.13,"TO"
"8/13/2024 13:40",1237.5,28.11,"TO"
"8/13/2024 13:50",1243.2,28.2,"TO"
"8/13/2024 14:00",1244.4,28.26,"TO"
"8/13/2024 14:10",1243.2,28.25,"TO"
"8/13/2024 14:20",1244.8,28.28,"TO"
"8/13/2024 14:30",1246.9,28.29,"TO"
"8/13/2024 14:40",1250.5,28.37,"TO"
"8/13/2024 14:50",1252.1,28.43,"TO"
"8/13/2024 15:00",1253.4,28.43,"TO"
"8/13/2024 15:10",1253.4,28.41,"TO"
