"Plot Title: Tortuguero_light_Winter2025"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20206312, SEN S/N: 20206312)","Intensity, Lux (LGR S/N: 20206312, SEN S/N: 20206312)"
122,01/12/25 05:15:00 PM,25.805,473.6
123,01/12/25 05:30:00 PM,25.222,161.5
124,01/12/25 05:45:00 PM,24.545,86.1
125,01/12/25 06:00:00 PM,24.255,21.5
126,01/12/25 06:15:00 PM,24.158,0.0
127,01/12/25 06:30:00 PM,24.062,0.0
128,01/12/25 06:45:00 PM,23.869,0.0
129,01/12/25 07:00:00 PM,23.677,0.0
130,01/12/25 07:15:00 PM,23.677,0.0
131,01/12/25 07:30:00 PM,23.773,0.0
132,01/12/25 07:45:00 PM,23.773,0.0
133,01/12/25 08:00:00 PM,23.773,0.0
134,01/12/25 08:15:00 PM,23.484,0.0
135,01/12/25 08:30:00 PM,23.388,0.0
136,01/12/25 08:45:00 PM,23.388,0.0
137,01/12/25 09:00:00 PM,23.484,0.0
138,01/12/25 09:15:00 PM,23.484,0.0
139,01/12/25 09:30:00 PM,23.581,0.0
140,01/12/25 09:45:00 PM,23.581,0.0
141,01/12/25 10:00:00 PM,23.388,0.0
142,01/12/25 10:15:00 PM,23.388,0.0
143,01/12/25 10:30:00 PM,23.292,0.0
144,01/12/25 10:45:00 PM,23.196,0.0
145,01/12/25 11:00:00 PM,23.004,0.0
146,01/12/25 11:15:00 PM,22.717,0.0
147,01/12/25 11:30:00 PM,22.812,0.0
148,01/12/25 11:45:00 PM,22.812,0.0
149,01/13/25 12:00:00 AM,22.621,0.0
150,01/13/25 12:15:00 AM,22.333,0.0
151,01/13/25 12:30:00 AM,22.046,0.0
152,01/13/25 12:45:00 AM,21.760,0.0
153,01/13/25 01:00:00 AM,21.664,0.0
154,01/13/25 01:15:00 AM,21.569,0.0
155,01/13/25 01:30:00 AM,21.855,0.0
156,01/13/25 01:45:00 AM,21.760,0.0
157,01/13/25 02:00:00 AM,21.569,0.0
158,01/13/25 02:15:00 AM,21.378,0.0
159,01/13/25 02:30:00 AM,21.378,0.0
160,01/13/25 02:45:00 AM,21.282,0.0
161,01/13/25 03:00:00 AM,21.187,0.0
162,01/13/25 03:15:00 AM,21.187,0.0
163,01/13/25 03:30:00 AM,20.996,0.0
164,01/13/25 03:45:00 AM,20.710,0.0
165,01/13/25 04:00:00 AM,20.710,0.0
166,01/13/25 04:15:00 AM,20.710,0.0
167,01/13/25 04:30:00 AM,20.615,0.0
168,01/13/25 04:45:00 AM,20.519,0.0
169,01/13/25 05:00:00 AM,20.424,0.0
170,01/13/25 05:15:00 AM,20.424,0.0
171,01/13/25 05:30:00 AM,20.329,0.0
172,01/13/25 05:45:00 AM,20.329,0.0
173,01/13/25 06:00:00 AM,20.234,0.0
174,01/13/25 06:15:00 AM,20.234,0.0
175,01/13/25 06:30:00 AM,20.138,0.0
176,01/13/25 06:45:00 AM,20.234,0.0
177,01/13/25 07:00:00 AM,20.519,10.8
178,01/13/25 07:15:00 AM,20.805,139.9
179,01/13/25 07:30:00 AM,20.996,215.3
180,01/13/25 07:45:00 AM,20.996,301.4
